image_path,label
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_711.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (61).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_048 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_143.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_683.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_364.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_776.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_286.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_124.jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_117 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_093.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_690.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_295.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_463.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_089.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_419.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_042.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_605.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_125.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_036 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (13).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_719.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (36).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_164.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_121.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_061.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (52).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_071 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_090 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_190.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_250.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_178.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_660.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_043 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_072.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_139 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_151.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_108.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_763.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (124).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_086 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_096.jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (18).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_472.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_405.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_077.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_028 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (27).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_791.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_185 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_121 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_003.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_009.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_394.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_649.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_153.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_078 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_014 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (74).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_221.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_349.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_265.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (87).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_046 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (19).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_427.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_745.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_078.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_117 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_094.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_524.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_408.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_242 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_182.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_128 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (129).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_449.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_091 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_119.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (97).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (108).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_693.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_701.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_055 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_385.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_008.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_291.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_127 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (96).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_516.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_181 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_192 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (9).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_296.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_168.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_065.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_376.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_506.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_020 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_047 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (45).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_163.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_224.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (30).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_177.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_132 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (48).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_113.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_s003.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_155.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_433.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_153 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_169 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_604.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_806.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (38).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_132.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_022.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_185.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_493.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_353.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_165.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_647.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_002 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_0301.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_037 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_157.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_086 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_173.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (152).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_627.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_199.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_633.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_288.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_144.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_079.jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_055 (2).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_080 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (8).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_283.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_062 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_043.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_614.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (48).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_341.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_099 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_350.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_036.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (128).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_215.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_652.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_013.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_080.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_591.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_641.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_440.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_182.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (47).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (128).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_037 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_130 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (68).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_083.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_289.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_198 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_771.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_291.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_027 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (121).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_044.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_730.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_259.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_208.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (78).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_056.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_665.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (108).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_128.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_404.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_119 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_030 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (2).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_085 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_152 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (28).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_043 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_619.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_246.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (29).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_387.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_311.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_093 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_472.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_467.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_108 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_216.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_012 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_807.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_243.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_438.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_514.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_082 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_166.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_256.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (47).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_078 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_095 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_039.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_116.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_149.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_156.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_566.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (132).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_530.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_041 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (35).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_172 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_096.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_589.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_118.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_559.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_032.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_516.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_120.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_149.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_110.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_015 - Copy.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_104 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Sap_013 (26).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_188.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (40).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_393.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_550.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_129.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (134).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_017 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_302.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_116.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_050.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_097.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_047.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_682.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (60).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_192.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (15).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_484.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_208.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_664.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (72).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (6).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_027 (4).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_140.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (93).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_130.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_029.jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_305.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_010 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (39).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_233.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_480.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_108 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (59).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_120.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (21).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (30).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_508.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_487.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_067.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sn1ap_024 (10).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_320.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_128.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_130 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_452.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (120).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_054.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_319.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_769.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_640.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_016 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (136).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_022 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_0233 (15).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_549.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_573.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_200.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_503.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_335.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (21).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_094.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_112.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_110 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (54).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_076.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_231 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_211.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_293.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_031.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_724.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_396.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_115 (3).jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_002 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_339.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_249.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_741.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (113).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_624.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_068 (3).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_709.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_022.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_796.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_002.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_794.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_233 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_019 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_546.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_718.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_088.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snp_147 (147).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_218.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_011 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (43).jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_179.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Sap_148 (51).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_084.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_002.jpg,benign
Blood cell Cancer [ALL]\Benign\Snap_099 (2).jpg,benign
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_042.jpg,malignant
Blood cell Cancer [ALL]\Benign\Snap_051.jpg,benign
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap_166 - Copy.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_578.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] early Pre-B\Snap1_043 (44).jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_671.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_528.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pre-B\Snap_692.jpg,malignant
Blood cell Cancer [ALL]\[Malignant] Pro-B\Snap_502.jpg,malignant
Blood cell Cancer [ALL]\Benign\Sap_013 (31).jpg,benign
